premise,hypothesis,label,lang_abv
a boy with no shirt is standing in water .,the man is a farmer,1,en
city with four men on bikes serving as the focal point of picture .,a man is trying to get a picture of his wife .,1,en
a crowd walks about a square at night with smoke or fog drifting over them .,a man is playing with a guitar .,1,en
a young boy in a hood climbs a red slide sitting on a red and green check background .,the woman is a professional photographer .,1,en
a man in a purple jersey is falling down while chasing a player in a green jersey playing soccer,a man is playing a guitar .,1,en
a male guitar player is vigorously singing a not to a song in a poorly lit room .,the man is a professional surfer .,1,en
two people standing behind a son display and a woman with a stroll on the other side .,a man is standing on a sidewalk .,1,en
a white dog next to a basement window .,a man is playing a guitar .,1,en
"a man and woman talk to another woman , all looking concerned , in a room being decorated with stream and balloons .",the man is wearing a hat .,1,en
a man with a half mask over his face is holding a toy helicopter in his left hand and a controller in is his right hand .,the man is a professional musician .,1,en
shipyard workers are standing around .,a man is wearing a hat .,1,en
"a woman , standing behind a girl , helping the girl with an experiment .",the man is a professional surfer .,1,en
a man plays a piano painted with an image of a woman on it .,a man is playing a guitar .,1,en
a brown and white dog swim in a backyard swimming pool .,a man is in the middle of a race .,1,en
a wet child stands in chest deep ocean water .,a man is playing a guitar solo .,1,en
a player on the red soccer team has just scored a goal while the opposing team watches the ball go in .,a man is sitting on a bench .,1,en
"four men and three women , all in their beach attire , hang around a small cliff by the ocean as one man is about to dive into",the woman is at a party .,1,en
two dogs run across the woods .,a man is trying to get a picture of his wife .,1,en
a snow making a big jump doing a trick on a high mountain .,a man is wearing a hat and a hat .,1,en
a man talking into a microphone with a woman standing next to him .,the man is a professional musician .,1,en
a young man wearing k pants and a checked shirt is jumping over large rocks with green mountains and a lagoon in the background .,a man is waiting for his wife to come home .,1,en
several people talk and drink beer while sitting around a picnic table .,a man is reading a book while holding a microphone .,1,en
a fisherman using a cell on a boat .,a man is waiting for his wife to come home .,1,en
four men in the forest move a cannon down the path .,a man is playing a game .,1,en
three people on ski are standing behind a no skiing sign .,a man is playing a guitar .,1,en
a man in a black shirt working on a guitar .,a man is playing a guitar .,1,en
a caucasian woman stands with her back to the camera while completing a transaction at an atm machine .,a man is playing a guitar .,1,en
a woman in a gray sweater talking to another woman in a black jacket .,the man is a professional musician .,1,en
some people are relaxing in front of a large red building .,the man is a professional musician .,1,en
small girl in an apron placing con in a woman ' s hair .,a man is walking to work .,1,en
a professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch .,the man is a professional musician .,1,en
"two women are speaking to each other , one sitting and facing away , while the other is standing in a white office .",the man is a professional surfer .,1,en
a lone snow jumping in mid with a snow covered mine in the background,a man is riding a bike .,1,en
a soldier using binoculars in a desert .,a man is wearing a hat .,1,en
"a person with blue hair , a baseball cap , and a hood on stands outdoors in a crowd .",the man is a professional musician .,1,en
two kids in their pajamas .,a man is playing a guitar .,1,en
"two beautiful , little girls with dark hair and dark complexion are sitting down eating cup .",the man is a professional photographer .,1,en
three people are standing on a lit stage while groups of people sitting at tables face them .,a man is getting ready to go on a trip .,1,en
man in leather jacket and scarf sits on purple cushion at a party .,the man is a professional skate .,1,en
three adults are working in a garden near a fence in the yard .,the man is a woman .,1,en
the man in the black shirt is showing the man in the orange shirt something that he has for sale .,the man is a professional surfer .,1,en
pedestrian walking on the street,a man is trying to get a picture of his wife .,1,en
"a man who wears glasses , a blue shirt and a chicago white sox cap holds a young boy who also wears a blue shirt .",the man is a professional skate .,1,en
"two guys playing soccer , one in red and the other in blue .",the man is a professional surfer .,1,en
the man in the dark maroon shirt is kicking something .,a man is playing a guitar .,1,en
"two men in polo shirts , reading the paper .",a man is playing a guitar .,1,en
a man is holding an accordion while leaning against a brown fence that overlook some water .,the man is a professional surfer .,1,en
woman standing in a store with an item in hand .,a man is taking a break from work .,1,en
two women are laughing and smiling while they eat a meal together .,a man is playing a guitar .,1,en
"a person rides up a narrow street on a bike , past a spray - painted sign of a hand giving the peace sign .",a man is sitting on a bench .,1,en
a child plays with her father ' s boots .,a man is in a park .,1,en
"a man is sitting in the green chair , talking on the phone , and working on the laptop , and there is construction site next to his",the man is a professional photographer .,1,en
a woman in a gray sweatshirt is sitting on the floor with her small dog that is wrapped in a blanket .,the man is a professional musician .,1,en
a man and woman are taking a picture of themselves while a woman in a scarf walks by them .,the man is a professional skate .,1,en
a child being watched while getting something out of a tank .,a man is waiting for his wife to come home .,1,en
a woman wearing a beige sweater and black pants talking to man wearing black pants and top,a man is playing a guitar .,1,en
a woman wearing a black t - shirt and green cap pants walks in front of a giant clock .,a man is trying to get a picture of his wife .,1,en
a beautiful bride walking on a sidewalk with her new husband .,a man is playing a guitar .,1,en
a city street with market vendors and children being pushed in stroll with a large cathedral in the background .,the man is a professional surfer .,1,en
two men are boxing in fighting arena .,a man is trying to get a picture of his wife .,1,en
a boy is being splashed in a swimming pool .,a man is taking a picture of a woman .,1,en
a school is jumping over a low hurdle .,the man is a construction worker .,1,en
a woman standing with smile on her face and she is holding a wood in her hand,a man is playing a guitar .,1,en
a man in a suit cheering in a library in front of children .,the man is a professional musician .,1,en
a woman with a blue jacket around her waist is sitting on the ledge of some stone ruins resting .,the man is wearing a blue shirt .,1,en
"two uniformed women , wearing jackets saying "" pol "" on the back , are looking at each other in front of a crowd .",a man is playing a guitar for a crowd .,1,en
a child on a swing .,the man is a professional skate .,1,en
the small dog is running across the lawn .,the man is a professional surfer .,1,en
a man in a jacket wearing black boots walking on the truck of a fallen tree over a ravine .,a man is riding a bike .,1,en
a man in a dark jacket stands next to a man dressed in brown reaching down into a bag .,the people are talking about the weather .,1,en
a little girl in a gray jacket is riding her bicycle .,a man is wearing a hat and a hat .,1,en
a boy plays basketball .,a man is holding a large piece of paper .,1,en
a man is on a skate jumping from a short ledge onto the sidewalk .,a man is trying to fix a broken component .,1,en
a furry dog is jumping over a hurdle .,a man is playing a guitar .,1,en
you can see the bottom halves of three boys standing on a sidewalk with silly string sprayed everywhere,a man is playing a guitar .,1,en
"a person wearing a straw hat , standing outside working a steel apparatus with a pile of coconut on the ground .",the man is a professional surfer .,1,en
four dogs of varying breeds running through a field .,the man is a professional .,1,en
a man getting a group of children to move around and have fun .,a man is playing a guitar .,1,en
a man in a red delivery truck is talking to someone is a black coat .,the man is a professional surfer .,1,en
"two distinguished older gentlemen stand outside a house , trees in background , both with white hair , the taller man having his arm about the other man",the man is a professional surfer .,1,en
a dog jumps over a pile of wood .,the man is a farmer,1,en
a woman and little girl look into a display case .,a man is playing a game of the game .,1,en
a young man in a heavy brown winter coat stands in front of a blue railing with his arms spread .,a man is playing a guitar .,1,en
this off - road driver has tipped his truck .,the man is a professional musician .,1,en
there is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone .,the man is a professional musician .,1,en
the german shepherd runs happily in the park .,a man is playing a trumpet .,1,en
a crowd watching a skate .,a man is playing a guitar .,1,en
an asian young woman wearing a white shirt and black pants is holding a pink purse .,a man is playing a guitar .,1,en
"two men in workers ' gear and colorful hard hats standing on board what appears to be a large ship , next to some very large machinery .",a man is taking a picture of a man .,1,en
a group of women playing volleyball indoors .,a man is playing a guitar .,1,en
a man looks intent while sc a ga .,the man is a professional musician .,1,en
police are setting up a barr due to a fire .,the man is a professional musician .,1,en
a man is working in an art studio and is surrounded by art supplies .,the man is a professional photographer .,1,en
a man is posing on a ski board with snow in the background .,the man is a professional surfer .,1,en
"a lady in a green and black jacket , and blue pants , taking a photos of a horse .",a man is in a pool .,1,en
three young girls and a baby are sitting in the grass on a blue blanket with baby toys scattered on it .,a man is looking at a woman .,1,en
"a female marathon runner wearing a red head , a red tank top and black shorts jogging down a paved road .",the man is a professional photographer .,1,en
women in red are performing with nun - chuck .,the man is a professional .,1,en
a crowd of people stand in street in front of a series of white tents .,the man is a professional musician .,1,en
a woman is walking her dog and using her cell .,the man is a professional surfer .,1,en
a birthday party for many little people to enjoy .,a man is at a party .,1,en
this church choir sings to the masses as they sing joy songs from the book at a church .,a man is enjoying a day at the park .,1,en
a group of people wait to cross the street in new york,a man is sitting in a chair .,1,en
this woman is setting out a vegetable collection for sale in the market .,the man is a professional surfer .,1,en
a group of people are ice skating in a big city .,the man is a professional surfer .,1,en
a young girl wearing a red shirt and cap smiling and holding a small toy is standing in front of a group of children playing behind her .,the man is a professional surfer .,1,en
three people sitting on some stairs laughing .,the man is a professional musician .,1,en
a four piece band plays a song on a medium - size stage .,a man is holding a large knife .,1,en
"a lady wearing a blue dress and earrings , is sitting at a table with a napkin in her hand and her elbow on the table .",the man is a professional surfer .,1,en
a group of runners are running towards two identical skyscraper .,a man is playing a guitar .,1,en
a middle - aged man in a collar shirt is raising his forearms next to his face .,the man is a professional musician .,1,en
a car is loaded with items on the top .,the man is a professional musician .,1,en
a little boy playing outside on the cement .,a man is at a party .,1,en
a man is working on a earth structure with a pick .,the man is a professional surfer .,1,en
a group of people are looking at photographs on a wall and speaking to each other .,the man is a farmer,1,en
a child rides a bicycle in a sunny neighborhood .,a man is playing a guitar .,1,en
a kneeling man bends his ear to listen on another in front of a guitar and audio equipment .,a woman is waiting for her husband to come in the rain .,1,en
a wet golden retrieve is walking through a lake,a man is playing a guitar .,1,en
a group of girls in black and white spotted skirts cross a street .,a man is waiting for his wife to come home .,1,en
one man in baseball cap looks out while two men look down .,the man is a professional .,1,en
a man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other .,a man is trying to get his wife,1,en
a man with thin hair looking into glasses through glasses .,the man is a professional musician .,1,en
a little girl listen to a cell .,the man is a professional photographer .,1,en
a young family enjoys feeling ocean waves lap at their feet .,a man is wearing a hat and a hat .,1,en
a dog is on the beach near a ball .,the man is a professional musician .,1,en
kids play in water coming up in streams out of a tiled floor with an image of a large rose on it .,a man is trying to sell his son .,1,en
swimming in the wide blue ocean .,a man is playing a guitar .,1,en
man with black shirt and sunglasses makes something out of a balloon .,the man is a professional surfer .,1,en
two men in karate gear using fighting sticks .,the man is a professional musician .,1,en
a man and woman setup a camera .,a man is wearing a hat .,1,en
a painter with a gray t - shirt and ta arm sketches a mural with extreme precision and focus .,a man is walking to work .,1,en
a person is walking a bicycle down a city street .,the man is a professional skate .,1,en
a man in tribal dress is walking down the street while spectators are standing behind red and white barrier tape .,the man is a professional photographer .,1,en
a young woman dressed in black attache bags full of flowers to a bicycle .,the man is a professional musician .,1,en
a young woman skate on an outdoor basketball court in front of a mural .,a man is playing on a beach .,1,en
people standing at street corner in france .,a man is in a band .,1,en
a crowd of people at a county fair watch three men ag a large bull .,the man is a professional photographer .,1,en
two men are playing during a basketball game .,the man is a professional musician .,1,en
a woman playing with play equipment while a child looks on .,the man is a professional photographer .,1,en
a skate youth does a trick on a rail .,the man is a professional photographer .,1,en
a man wearing a hat sitting on the side of a hill looking towards the water .,a man is taking a picture of a woman .,1,en
"cars and people are outside of "" hotel carmel . """,the man is a professional .,1,en
a young boy is playing in the sandy water .,the man is a professional .,1,en
walkers on a concrete boardwalk under a blue sky .,a man is competing in a skate competition .,1,en
a man giving two thumbs up to a crowd .,the man is a professional .,1,en
boy sitting looking through a glass window at a train station .,the man is a professional surfer .,1,en
a man dressed in blue places mo inside a green bucket as he stands on a roof that overlook a city .,a man is playing a guitar .,1,en
a boy in a red jacket and bal hat sliding on his knees down a snowy hill,the man is a professional photographer .,1,en
a crowd of people is looking at something outside of a gap store .,a man is playing a guitar .,1,en
a fire with a neon helmet and a pick inspect some debris with a flashlight .,the man is wearing a hat .,1,en
"a person is climbing a wooden ladder on a very steep , jagged , rock cliff .",the man is a professional skate .,1,en
"five individuals standing on grass next to a brick building , holding their own string instrument .",a man is playing a guitar .,1,en
a woman sweeping in front of a ladder on a busy street .,a man is playing a trumpet .,1,en
a person in a red jacket and a red hard hat stands near a mountain .,the man is a professional tennis player .,1,en
a statue at a museum that no seems to be looking at .,a man is wearing a blue shirt .,1,en
group of people wearing black shirts riding in an open top vehicle .,the man is wearing a hat .,1,en
"a young child dressed in a scarf , hat , jacket , gloves , pants , and boots , outside playing in the snow .",the man is a professional musician .,1,en
a woman in black reviews a message as she walks to work .,a man is trying to fix a broken component .,1,en
a boy jumps on the beach .,the man is a professional tennis player .,1,en
a worker is on a cherry pick in a palm tree .,the man is a professional musician .,1,en
a man walks by a building at night .,a man is in a band .,1,en
a group of asian girls are standing together .,a man is walking to work .,1,en
a dog biting a man ' s rear,a man is wearing a red shirt and a white shirt and a red shirt and black pants .,1,en
three men are using washington mutual atm outside near a parking lot .,the man is a professional surfer .,1,en
people in motion down a city sidewalk .,the man is wearing a hat .,1,en
a golden dog bounds across the snow - covered hill .,a man is reading a book while a man is taking a picture of a woman .,1,en
"a man lying on the grass on a rugby field , holding a rugby ball .",the man is wearing a hat .,1,en
four entertainer dressed in roman style ga are performing at an outdoor theater .,a man is standing on a sidewalk .,1,en
young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background .,a man is walking to work .,1,en
"two boys running down a outer hallway of an apartment building , with one running into frame with the other running ahead down the hall .",the man is a professional surfer .,1,en
several bride wearing white dresses are holding red roses,the man is a professional skate .,1,en
a man and a woman embracing on the sidewalk .,the man is a professional surfer .,1,en
an older caucasian couple is having their picture taken by a stone statue of a man and woman kissing .,the man is a professional skate .,1,en
women in costume stand on a stage .,the man is a professional surfer .,1,en
a little girl in a pink dress crying .,a man is playing a game of golf .,1,en
a little white curly - haired dog runs across the pavement with a stick in its mouth .,a man is playing a guitar .,1,en
a child in a red coat waves a hand in the air while lying in snow beside a red plastic sl .,a man is walking to work .,1,en
the number eight roller is taking the lead and pulling away from her black and red dressed opponents .,a man is sitting on a bench .,1,en
"a group of people in a room , most with computers , some raising their hands .",the man is a professional surfer .,1,en
a group of people and a dog sitting on the steps .,a man is playing a guitar .,1,en
a person is on a four wheeler kicking up a lot of dirt in a dune .,the man is a professional .,1,en
"a man , with a full face mask , sits on a sidewalk playing the guitar .",the man is a professional .,1,en
a man with a beard is playing an acoustic guitar on the street .,the man is a professional surfer .,1,en
a young boy and an adult man looking at ducks in a pond .,the man is a professional musician .,1,en
a large number of people wearing only white and red are walking on a street .,a man is playing a guitar for a crowd .,1,en
young people are standing around a drum at a party .,a man is playing a guitar for his wife .,1,en
a group of people in an alley looking at the camera .,a man is playing a guitar .,1,en
a man and a child painting a post .,a man is sitting on a bench .,1,en
a blond boy stands among people in a shady setting with a large snake wrapped around his chest .,the man is a professional,1,en
a group of three people and one dog hike up a green mountains .,the man is a professional photographer .,1,en
a man in a yellow shirt and helmet mountain biking down a dusty path .,a man is playing a guitar for a crowd .,1,en
three children are shooting guns in the woods .,the man is a professional artist .,1,en
a few young boys throwing a football over a volleyball net .,a man is sitting on a bench .,1,en
a man with a bat swings at a ball coming towards him .,the woman is wearing a red shirt .,1,en
a demolition crane tearing down what is left of a building with a man standing on a platform spraying water .,the man is a professional .,1,en
a man grabs his crotch during a political demonstration .,the man is a professional skate .,1,en
people sitting on stool looking outside .,the man is a professional surfer .,1,en
a lady is promoting something to the other two girls .,a man is trying to get a picture of his wife .,1,en
a man is talking on a cell while filling his car with gas .,a man is playing a guitar .,1,en
man taking photos of sea over the ocean .,the man is a professional surfer .,1,en
a lady in a red shirt and bikini bottoms is about to go surfing on a blue board in the ocean .,a man is wearing a black jacket .,1,en
"one man wearing a pink and blue striped shirt , work gloves , and holding a yellow hard hat .",a man is playing a guitar .,1,en
sexy young men stand on a balcony having a heated conversation .,a man is doing a trick on a skate .,1,en
a young boy holding a pumpkin in the middle of a pumpkin patch .,a man is trying to get his picture taken .,1,en
"two shirt men jumping over a street rail , probably practicing new dance moves .",the man is a professional photographer .,1,en
a young girl in a helmet walks barefoot across a moss tree trunk that is lying over water .,the man is a professional .,1,en
a group of mountain climb rests at the summit .,the man is a professional photographer .,1,en
"a man in a black shirt , in a commercial kitchen , holding up meat he took out of a bag .",a man is playing a guitar .,1,en
"two woman , one wearing a blue striped shirt and the other wearing a flower shirt , are riding horses .",the man is a professional,1,en
a man on a skate on steps in front glass doors of a brick building .,a man is playing a guitar .,1,en
young asian girl is sitting on the ground in rubble .,the man is a professional .,1,en
"a small , pale bird bends down to examine a cr .",the man is wearing a hat .,1,en
a man is standing in the doorway of a building .,the man is a professional .,1,en
"a man in a helmet and protective gear driving a go ka , numbered 65 , on a narrow paved road .",a man is playing a game of golf .,1,en
a young dark - haired woman with red sun vis holding an open white umbrella amidst a crowd of people,the man is a professional photographer .,1,en
a man in a red plaid shirt using a bull horn to talk to a crowd of people .,the man is a woman,1,en
a man dressed only in a towel is in a sa .,a man is playing a guitar .,1,en
two men are wearing caps are looking at the ground with surprised expressions on their faces .,the man is a professional surfer .,1,en
a woman wearing jeans is walking down the street .,a man is trying to fix his bike .,1,en
a man walks past an arch in an old gothic style building .,the man is a professional skate .,1,en
a crowd is watching a group of men in suits with briefcase walk in formation down the street led by a woman holding a sign .,the man is a professional photographer .,1,en
two men stand near a piece of large machinery .,a woman is walking to a store .,1,en
a dog and a cow play together inside the fence .,the man is a professional surfer .,1,en
a man and two kids standing in front of an ancient building .,a man is playing a game .,1,en
a news crew in rain jackets standing in front of line of police tape outside of a residence .,the man is a professional musician .,1,en
a man and a woman sitting down laughing .,the man is a professional musician .,1,en
a large crowd is gathered outside and one woman is yelling .,the man is a professional musician .,1,en
the large white bird graz the water .,a man is sitting on a bench .,1,en
a woman in a white wedding dress is being dressed and fitted by two other women .,the man is a woman,1,en
a young girl jumps off her swing in front of building .,a man is sitting on a bench .,1,en
the boy in pa pants jumps off the sofa .,a man is wearing a blue shirt and a hat .,1,en
"a woman doing gymnastics , she is using the balance beam",a man is playing a guitar .,1,en
"as a crowd looks on , a player in a white uniform , wearing only one colorful sock , makes a diving catch for the fr",a woman is walking to work .,1,en
four women competitive roller around an area .,the man is a professional musician .,1,en
a runner in a black and blue uniform competes in a race .,a man is playing a game .,1,en
two women walk down a sidewalk along a busy street in a downtown area .,a man is playing a guitar .,1,en
"a young boy is following through on a kick during a soccer game , while two players on the opposing team challenge .",the man is wearing a hat .,1,en
a girl in a pink sun pushes a sc past a row of orange construction barrels .,a man is playing a guitar .,1,en
a couple of females are talking to each other while one is flicking her cigarette .,a man is working on a project .,1,en
a man is squat on the ground .,a man is playing a guitar .,1,en
"a group of people , mostly in straw hats , follow a man onto a beach covered with many large rocks .",the man is a professional musician .,1,en
a woman working in the store of a jewelry shop fixing the display shelf .,the man is a farmer,1,en
a break man is performing for the kids at school,the man is a professional skate .,1,en
a couple of newly kissing underneath the bride ' s veil .,the man is a professional musician .,1,en
a person is on a four wheeler kicking up a lot of dirt in a dune .,a man is playing a guitar .,1,en
construction workers use cables to hang from the sides of buildings .,the man is a professional photographer .,1,en
"one tan girl with a wool hat is running and leaning over an object , while another person in a wool hat is sitting on the ground .",a man is in a competition .,1,en
two men with gray beard share a laugh while enjoying the nice weather .,a man is wearing a green shirt .,1,en
a mechanic for a race car team is working on the wheels of a race car .,the man is wearing a hat .,1,en
a man standing in front of a building on the phone as two men to the side pain on the side .,the man is a professional surfer .,1,en
team member 39 waiting for the puck to come his way .,the man is a professional photographer .,1,en
a woman is sitting down doing some sort of craft work while another person operates a large wooden lo device in the background .,the man is a professional rock climb .,1,en
an asian wearing a paste print shirt and sun pushing his cart up the street .,the man is a professional surfer .,1,en
a man holding a pink cooler is talking to an older woman .,the man is a professional surfer .,1,en
a dog about to jump to catch a fr,the man is a professional surfer .,1,en
workers wearing orange vest stand near rail tracks .,a man is looking at a woman .,1,en
two scuba divers inspecting a large metal object in the water .,a man is looking at a window .,1,en
"a young woman wearing jeans , a white t - shirt and a hat , performs a high flying trick on a bicycle at an outdoor bike park",the man is a professional skate .,1,en
a black dog chases a boy wearing red and blue .,the man is a professional photographer .,1,en
a girl cross ski .,a man is playing a guitar .,1,en
a younger couple is walking across a cross outside with a very busy bus stop behind them .,a man is trying to get a picture of his boss .,1,en
two asian people cooking on a grill in a park .,the man is a professional chef .,1,en
a man wearing a hat and carrying a bag,a man is working on a project .,1,en
a girl in a yellow dress looks at a restaurant building .,the man is a professional surfer .,1,en
a man in a blue shirt and tan shorts has his feet in the steps of an exercise bicycle and is working on the control panel of the,the man is a professional surfer .,1,en
a blond - haired baby is sitting on the floor playing with toys while looking at a black and white cat .,a man is playing a guitar .,1,en
a woman in black walks past a shop selling a t - shirt depicting a tattooed woman smoking a cigarette .,the man is a professional surfer .,1,en
a man is painting letters using a ste onto a round stand - up sign that is lying sideways .,the man is a woman,1,en
two people walking down a narrow alley with large buildings on each side .,a man is performing a trick for his wife .,1,en
a girl in a costume is performing a dance as other girls in costumes watch .,the man is a professional musician .,1,en
two small boys dressed in tu sitting on a red carpet floor .,a man is sitting on a bench .,1,en
a female dancer wearing all white dancing while a photographer wearing all white takes her picture .,a man is wearing a hat .,1,en
a man is wearing protective hair and face covering .,the man is a professional .,1,en
"a woman , in red and white , and wearing glasses , sits in a room with other people .",the man is a professional musician .,1,en
a man waiting for the bus in a war torn country .,a man is trying to get a picture of his wife .,1,en
two dogs stand side by side in the yard .,the man is a professional musician .,1,en
"two formally dressed , bald older women",the man is a professional musician .,1,en
"a man with medium length curly hair , wearing a button down shirt and bracelet , sings into a microphone while he plays a guitar .",a man is walking to work .,1,en
"a man wearing dark knee boots , a green cape , and a hat with two big feathers on the front is sitting by himself on a bench",a man is playing a guitar .,1,en
"an oriental woman in glasses , shooting archery .",a man is playing a guitar .,1,en
a young boy wearing an orange jacket is sitting on a log in the fall .,a man is playing a guitar .,1,en
man with plaid shirt staring off into the distance .,a man is wearing a red shirt and jeans .,1,en
two girls in bathing suits are in water .,the woman is a professional photographer .,1,en
a woman with a black purse and a red coat is sitting on a pillar of concrete .,a man is playing a guitar for a crowd .,1,en
a roof in a gray sweatshirt and orange hat walks on a unfinished roof at a lake - side home .,a man is riding a bike .,1,en
"a man , boy and a white dog are looking at a display of post .",a man is trying to get a picture of his wife .,1,en
there are children playing in the snow and one of them is making a snow .,a man is walking to work .,1,en
a woman with a blue hat is taking photos in an area covered in brush .,a man is wearing a hat and a hat .,1,en
a woman with a pink purse walks down a crowded sidewalk .,a man is walking to work .,1,en
two females kneeling and a man sting in a chair looking toward a man in robes on an altar .,the man is a professional photographer .,1,en
five rodeo contestants wait their turn .,a man is riding a bike .,1,en
"a man wearing a blue shirt , black apron , eye , and a mask is handling food in a tray .",a man is working on a project .,1,en
"a chef in a kitchen cuts a piece off of a large slab of rotating meat on a stick , probably lamb .",the man is a professional tennis player .,1,en
"children , including one with a painted face , pet tiny turtles that are crawling in the green grass .",the man is a farmer,1,en
an obama bid supporter cheers for the presidential candidate and his running mate .,a man is playing a guitar for a crowd .,1,en
two men prepare a fish at a dock .,a man is playing a game of golf .,1,en
"am man riding a very tall bicycle down the street , past a large brick building .",the man is a professional photographer .,1,en
small dog in costume stands on hind legs to reach dangling flowers .,the man is a professional photographer .,1,en
a boy in a red shirt is squat in front of a circle of stones with a pot in the middle .,a man is doing a trick on a skate .,1,en
the women is photograph statues outdoors on a sunny day .,the man is wearing a hat .,1,en
"a person is squat down near bucket , holding something in one hand .",a man is working on a project .,1,en
a man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering .,a man is on a date .,1,en
motorcycle rider going over a bump .,a man is on the beach .,1,en
a dog runs .,a man is wearing a white shirt and a hat .,1,en
two people bicycle on a path separated by small mountains .,the man is a professional surfer .,1,en
two men in hard hats look at a building while on the side of a street .,the man is wearing a hat .,1,en
a baby is looking into what looks like a telescope .,a man is sitting on a bench .,1,en
"an old man with a cowboy hat , cowboy boots , and blue jeans stands next to a cabin and looks off into the distance as the sun",the man is a professional skate .,1,en
a girl in a white knit hat and winter gear rubs her tongue over her brace .,the man is a professional .,1,en
a young man in a gray shirt hove over his beer bottle and guinness glass pulling green things out of his beard .,the man is a professional musician .,1,en
a shoes man works as others pass by on a busy sidewalk .,the man is a professional musician .,1,en
six dogs swimming in a river .,the woman is wearing a white dress .,1,en
a man is smiling at a woman in a white dress .,a man is playing a game .,1,en
a kid playing a game called the derby .,the man is a professional musician .,1,en
three musicians are playing in a band .,the man is a professional musician .,1,en
"a group stands and watches two men , apparently dressed in some sort of costume , wrestle on the ground .",the man is a professional .,1,en
three young people are sitting in a room and talking to one another .,a man is playing a guitar .,1,en
a woman in a brown dress looking at papers in front of a class .,a man is playing a game of tennis .,1,en
people standing in front of a gray building with a sign that reads ' tickets available here ' .,a man is playing a guitar .,1,en
"two girls ( one dressed in blue , and one dressed in pink ) are racing one another on roller .",a man is wearing a red shirt .,1,en
a crowd watching a duo in blue dance on a stage .,a man is riding a bike .,1,en
